step,wp0_x,wp0_y,wp1_x,wp1_y,ego_speed,steer,throttle,brake
944,0.0487,-0.3070,1.6396,-0.8591,2.9725,-0.2972,0.7500,0.0000
945,0.1678,-0.3209,1.7481,-0.8560,3.3984,-0.2983,0.7500,0.0000
946,0.2168,-0.4208,1.7155,-1.0343,3.8281,-0.3627,0.7500,0.0000
947,0.3121,-0.3718,1.8893,-0.9384,4.2161,-0.3147,0.7500,0.0000
948,0.3260,-0.3042,1.9073,-0.7918,4.6243,-0.2857,0.7500,0.0000
949,0.0714,-0.2410,1.4944,-0.6486,5.0206,-0.2865,0.0000,0.0000
950,-0.0844,-0.1952,1.3124,-0.5367,5.1593,-0.2723,0.1125,0.0000
951,0.0490,-0.2750,1.4738,-0.7615,4.9741,-0.3305,0.7500,0.0000
952,0.1123,-0.2872,1.5370,-0.7574,4.8058,-0.3118,0.7500,0.0000
953,0.1137,-0.2927,1.5246,-0.7527,4.9657,-0.3118,0.0631,0.0000
954,0.0517,-0.2929,1.4584,-0.7004,5.0917,-0.3056,0.0665,0.0000
955,-0.0315,-0.1564,1.3645,-0.3228,4.8734,-0.1886,0.7500,0.0000
956,-0.2102,0.4989,0.9556,1.1398,4.6532,0.3751,0.7500,0.0000
957,-0.1944,0.3289,0.9400,0.7332,4.6966,-0.0894,0.0000,1.0000
958,-0.5480,0.3936,0.2846,0.8995,4.6924,-0.0431,0.0000,1.0000
959,-0.5224,0.2015,0.3283,0.4720,4.1891,-0.0404,0.0000,1.0000
960,-0.3285,0.0369,0.5958,0.0533,3.5544,-0.0378,0.0000,1.0000
961,-0.4290,0.0170,0.0038,0.0047,2.9667,-0.0351,0.0000,1.0000
962,-1.0359,-0.0005,-1.0119,-0.0048,2.4186,-0.0316,0.0000,1.0000
963,-1.2831,0.0008,-1.2745,-0.0050,0.9765,-0.0281,0.0000,1.0000
964,-1.2871,0.0007,-1.2795,-0.0045,0.0047,-0.0249,0.0000,1.0000
965,-1.2847,0.0009,-1.2774,-0.0046,0.0049,-0.0219,0.0000,1.0000
966,-1.2851,0.0009,-1.2784,-0.0043,0.0041,-0.0182,0.0000,1.0000
967,-1.2872,0.0008,-1.2811,-0.0039,0.0039,-0.0150,0.0000,1.0000
968,-1.2898,0.0006,-1.2840,-0.0037,0.0011,-0.0123,0.0000,1.0000
969,-1.3031,0.0009,-1.3000,-0.0013,0.0003,-0.0098,0.0000,1.0000
970,-1.3035,0.0009,-1.3007,-0.0012,0.0002,-0.0075,0.0000,1.0000
971,-1.3039,0.0009,-1.3012,-0.0011,0.0002,-0.0046,0.0000,1.0000
972,-1.3043,0.0008,-1.3016,-0.0010,0.0001,-0.0017,0.0000,1.0000
973,-1.3050,0.0007,-1.3022,-0.0009,0.0001,0.0012,0.0000,1.0000
974,-1.3059,0.0006,-1.3028,-0.0008,0.0001,0.0040,0.0000,1.0000
975,-1.3070,0.0004,-1.3033,-0.0008,0.0001,0.0054,0.0000,1.0000
976,-1.3084,0.0001,-1.3037,-0.0009,0.0000,0.0000,0.0000,1.0000
977,-1.3096,-0.0004,-1.3038,-0.0012,0.0000,0.0000,0.0000,1.0000
978,-1.3106,-0.0009,-1.3033,-0.0017,0.0000,0.0000,0.0000,1.0000
979,-1.3113,-0.0014,-1.3027,-0.0021,0.0000,0.0000,0.0000,1.0000
980,-1.3121,-0.0014,-1.3034,-0.0020,0.0000,0.0000,0.0000,1.0000
981,-1.3121,-0.0017,-1.3016,-0.0024,0.0000,0.0000,0.0000,1.0000
982,-1.3076,-0.0025,-1.2921,-0.0037,0.0000,0.0000,0.0000,1.0000
983,-1.3036,-0.0022,-1.2860,-0.0042,0.0000,0.0000,0.0000,1.0000
984,-1.2745,-0.0033,-1.2479,-0.0072,0.0000,0.0000,0.0000,1.0000
985,-1.1509,-0.0033,-1.1148,-0.0115,0.0000,0.0000,0.0000,1.0000
986,-0.8657,-0.0073,-0.7974,-0.0216,0.0000,0.0000,0.0000,1.0000
987,-0.5758,-0.0137,-0.4473,-0.0329,0.0000,0.0000,0.0000,1.0000
988,-0.4743,-0.0080,-0.2121,-0.0244,0.0000,-0.0171,0.7500,0.0000
989,-0.6309,-0.0102,-0.2443,-0.0258,0.0151,-0.0183,0.7500,0.0000
990,-0.9462,-0.0194,-0.5075,-0.0472,0.0154,-0.0556,0.7500,0.0000
991,-1.2146,-0.0249,-0.6928,-0.0659,0.1037,-0.1228,0.7500,0.0000
992,-1.2136,-0.0317,-0.5351,-0.0849,0.3501,-0.1181,0.7500,0.0000
993,-1.1376,-0.0402,-0.2925,-0.1106,0.6337,-0.1122,0.7500,0.0000
994,-1.0419,-0.0497,-0.0733,-0.1329,0.8417,-0.1109,0.7500,0.0000
995,-0.9351,-0.0599,0.1335,-0.1533,1.1343,-0.1105,0.7500,0.0000
996,-0.8083,-0.0716,0.3636,-0.1721,1.3708,-0.1087,0.7500,0.0000
997,-0.6609,-0.0867,0.6357,-0.1879,1.5641,-0.1060,0.7500,0.0000
998,-0.5017,-0.1054,0.9241,-0.2019,1.8168,-0.1048,0.7500,0.0000
999,-0.3337,-0.1274,1.1640,-0.2373,2.1034,-0.1128,0.7500,0.0000
1000,-0.0528,-0.1109,1.4932,-0.2145,2.4189,-0.0886,0.7500,0.0000
1001,-0.2035,-0.0294,0.8696,-0.0910,2.7692,-0.0514,0.7500,0.0000
1002,-1.1811,-0.0022,-1.1477,-0.0139,3.1689,-0.0117,0.0000,1.0000
1003,-1.1166,0.1782,-1.0291,0.2814,3.3038,-0.0152,0.0000,1.0000
1004,-1.1471,0.1702,-1.0796,0.2699,2.9515,-0.0152,0.0000,1.0000
1005,-1.2261,0.0909,-1.1990,0.1167,2.4660,-0.0152,0.0000,1.0000
1006,-1.2827,0.0267,-1.2805,0.0262,0.9700,-0.0152,0.0000,1.0000
1007,-1.2936,0.0130,-1.2959,0.0122,0.0032,-0.0152,0.0000,1.0000
1008,-1.2878,0.0195,-1.2875,0.0186,0.0034,-0.0150,0.0000,1.0000
1009,-1.2806,0.0264,-1.2768,0.0257,0.0032,-0.0148,0.0000,1.0000
1010,-1.2762,0.0295,-1.2702,0.0290,0.0035,-0.0141,0.0000,1.0000
1011,-1.2742,0.0302,-1.2674,0.0297,0.0031,-0.0125,0.0000,1.0000
1012,-1.2737,0.0301,-1.2666,0.0295,0.0032,-0.0109,0.0000,1.0000
1013,-1.2741,0.0295,-1.2672,0.0287,0.0001,-0.0094,0.0000,1.0000
1014,-1.2758,0.0279,-1.2693,0.0268,0.0002,-0.0079,0.0000,1.0000
1015,-1.2789,0.0252,-1.2732,0.0237,0.0001,-0.0065,0.0000,1.0000
1016,-1.2829,0.0216,-1.2783,0.0198,0.0001,-0.0051,0.0000,1.0000
1017,-1.2871,0.0175,-1.2837,0.0158,0.0000,-0.0039,0.0000,1.0000
1018,-1.2909,0.0138,-1.2886,0.0123,0.0002,-0.0027,0.0000,1.0000
1019,-1.2938,0.0109,-1.2925,0.0097,0.0001,-0.0014,0.0000,1.0000
1020,-1.2959,0.0087,-1.2953,0.0079,0.0002,-0.0004,0.0000,1.0000
1021,-1.2974,0.0073,-1.2973,0.0066,0.0002,0.0000,0.0000,1.0000
1022,-1.2984,0.0063,-1.2987,0.0058,0.0000,0.0000,0.0000,1.0000
1023,-1.2990,0.0057,-1.2997,0.0053,0.0000,0.0000,0.0000,1.0000
1024,-1.2995,0.0052,-1.3004,0.0049,0.0000,0.0000,0.0000,1.0000
1025,-1.2999,0.0049,-1.3010,0.0046,0.0000,0.0000,0.0000,1.0000
1026,-1.3002,0.0046,-1.3015,0.0043,0.0000,0.0000,0.0000,1.0000
1027,-1.3004,0.0045,-1.3019,0.0042,0.0000,0.0000,0.0000,1.0000
1028,-1.3006,0.0043,-1.3022,0.0040,0.0000,0.0000,0.0000,1.0000
1029,-1.3007,0.0043,-1.3025,0.0040,0.0000,0.0000,0.0000,1.0000
1030,-1.3008,0.0042,-1.3027,0.0039,0.0000,0.0000,0.0000,1.0000
1031,-1.3009,0.0042,-1.3029,0.0038,0.0000,0.0000,0.0000,1.0000
1032,-1.3010,0.0041,-1.3031,0.0038,0.0000,0.0000,0.0000,1.0000
1033,-1.3011,0.0041,-1.3033,0.0037,0.0000,0.0000,0.0000,1.0000
1034,-1.3011,0.0041,-1.3034,0.0037,0.0000,0.0000,0.0000,1.0000
1035,-1.3011,0.0040,-1.3035,0.0036,0.0000,0.0000,0.0000,1.0000
1036,0.6373,-0.0144,2.5721,-0.0322,0.0000,-0.0081,0.7500,0.0000
1037,0.6373,-0.0144,2.5721,-0.0322,0.0004,-0.0068,0.7500,0.0000
1038,0.6373,-0.0144,2.5721,-0.0321,0.0002,-0.0069,0.7500,0.0000
1039,0.6372,-0.0144,2.5720,-0.0320,0.0001,-0.0071,0.7500,0.0000
1040,0.6374,-0.0145,2.5722,-0.0324,0.0001,-0.0074,0.7500,0.0000
1041,0.6505,-0.0169,2.5967,-0.0364,0.0001,-0.0086,0.7500,0.0000
1042,0.6498,-0.0179,2.5965,-0.0385,0.1634,-0.0092,0.7500,0.0000
1043,0.6535,-0.0195,2.6070,-0.0425,0.8091,-0.0103,0.7500,0.0000
1044,0.6562,-0.0232,2.6237,-0.0502,1.2027,-0.0123,0.7500,0.0000
1045,0.6685,-0.0121,2.6497,-0.0277,1.4827,-0.0064,0.7500,0.0000
1046,0.6750,-0.0061,2.6642,-0.0157,1.7598,-0.0045,0.7500,0.0000
1047,0.6908,-0.0081,2.6736,-0.0187,2.0319,-0.0060,0.7500,0.0000
1048,0.7066,-0.0102,2.6827,-0.0218,2.3721,-0.0069,0.7500,0.0000
1049,0.7124,-0.0091,2.6932,-0.0178,2.7637,-0.0059,0.7500,0.0000
1050,0.7264,-0.0119,2.7013,-0.0219,3.1975,-0.0074,0.7500,0.0000
1051,0.7233,-0.0140,2.6909,-0.0244,3.6678,-0.0081,0.7500,0.0000
1052,0.7007,-0.0154,2.6611,-0.0261,4.1233,-0.0086,0.7500,0.0000
1053,0.6663,-0.0127,2.6219,-0.0223,4.5465,-0.0077,0.7500,0.0000
1054,0.6632,-0.0102,2.6216,-0.0187,4.9623,-0.0070,0.7500,0.0000
1055,0.6599,-0.0072,2.6211,-0.0140,5.1782,-0.0060,0.7500,0.0000
1056,0.6609,-0.0043,2.6238,-0.0089,5.1165,-0.0047,0.7500,0.0000
1057,0.6615,-0.0036,2.6251,-0.0071,5.2147,-0.0044,0.7500,0.0000
1058,0.6588,-0.0017,2.6227,-0.0031,5.5761,-0.0034,0.7500,0.0000
1059,0.6567,0.0001,2.6204,0.0006,6.0186,-0.0024,0.7500,0.0000
1060,0.6565,0.0017,2.6198,0.0036,6.1623,-0.0016,0.7500,0.0000
1061,0.6600,0.0017,2.6232,0.0040,6.8550,-0.0014,0.7426,0.0000
1062,0.6607,0.0036,2.6243,0.0079,7.9024,-0.0011,0.0000,1.0000
1063,0.6606,0.0031,2.6226,0.0067,8.2571,-0.0009,0.0000,1.0000
1064,0.6609,0.0041,2.6230,0.0089,7.9323,-0.0007,0.0000,1.0000
1065,0.6607,0.0040,2.6220,0.0085,7.4250,0.0009,0.0974,0.0000
1066,0.6581,0.0015,2.6182,0.0030,7.1141,-0.0008,0.0911,0.0000
1067,0.6585,0.0015,2.6182,0.0030,6.6221,-0.0004,0.7500,0.0000
1068,0.6598,0.0004,2.6202,0.0004,5.8543,-0.0009,0.7500,0.0000
1069,0.6596,0.0003,2.6200,-0.0000,5.5297,-0.0007,0.7500,0.0000
1070,0.6597,0.0007,2.6194,0.0008,5.4407,-0.0004,0.7500,0.0000
1071,0.6587,0.0010,2.6182,0.0017,5.4586,-0.0001,0.7500,0.0000
1072,0.6582,0.0019,2.6177,0.0041,5.6021,0.0006,0.7500,0.0000
1073,0.6570,0.0025,2.6168,0.0058,5.8699,0.0011,0.7500,0.0000
1074,0.6562,0.0018,2.6176,0.0043,5.9466,0.0008,0.7500,0.0000
1075,0.6565,0.0017,2.6205,0.0043,6.8655,0.0010,0.6452,0.0000
1076,0.6564,0.0013,2.6208,0.0037,7.6503,0.0009,0.0000,0.0000
1077,0.6584,0.0013,2.6222,0.0032,7.9421,0.0001,0.0000,1.0000
1078,0.6546,0.0011,2.6173,0.0026,7.8220,0.0001,0.0000,1.0000
1079,0.6555,0.0017,2.6186,0.0042,7.3940,0.0013,0.0632,0.0000
1080,0.6576,0.0021,2.6189,0.0049,7.0497,0.0013,0.0570,0.0000
1081,0.6579,0.0026,2.6192,0.0061,6.7408,0.0016,0.7500,0.0000
1082,0.6588,0.0013,2.6204,0.0026,5.8967,0.0007,0.7500,0.0000
1083,0.6588,0.0014,2.6202,0.0027,5.5405,0.0009,0.7500,0.0000
1084,0.6608,0.0017,2.6231,0.0037,5.4299,0.0012,0.7500,0.0000
1085,0.6614,0.0017,2.6238,0.0037,5.4365,0.0011,0.7500,0.0000
1086,0.6617,0.0017,2.6239,0.0040,5.5743,0.0011,0.7500,0.0000
1087,0.6607,0.0035,2.6234,0.0092,5.8392,0.0023,0.7500,0.0000
1088,0.6586,0.0043,2.6230,0.0106,5.9422,0.0025,0.7500,0.0000
1089,0.6590,0.0043,2.6230,0.0111,6.7233,0.0026,0.7500,0.0000
1090,0.6590,0.0037,2.6223,0.0095,7.6053,0.0023,0.0000,0.0000
1091,0.6589,0.0027,2.6217,0.0064,8.0328,0.0001,0.0000,1.0000
1092,0.6575,0.0044,2.6228,0.0084,7.9386,0.0003,0.0000,1.0000
1093,0.6586,0.0050,2.6235,0.0097,7.5203,0.0030,0.0659,0.0000
1094,0.6581,0.0046,2.6228,0.0078,7.0607,0.0022,0.0596,0.0000
1095,0.6579,0.0046,2.6212,0.0075,7.0418,0.0022,0.0562,0.0000
1096,0.6569,0.0037,2.6187,0.0043,6.2196,0.0016,0.7500,0.0000
1097,0.6586,0.0052,2.6190,0.0084,5.5240,0.0027,0.7500,0.0000
1098,0.6585,0.0035,2.6168,0.0033,5.2216,0.0014,0.7500,0.0000
1099,0.6605,0.0036,2.6177,0.0047,5.1446,0.0019,0.7500,0.0000
1100,0.6623,0.0002,2.6242,-0.0024,5.1596,0.0000,0.7500,0.0000
1101,0.6633,0.0005,2.6267,-0.0013,5.3004,0.0006,0.7500,0.0000
1102,0.6622,0.0010,2.6258,-0.0028,5.5675,0.0003,0.7500,0.0000
1103,0.6596,-0.0015,2.6267,-0.0090,5.7415,-0.0012,0.7500,0.0000
1104,0.6603,-0.0024,2.6229,-0.0089,6.2781,-0.0011,0.7500,0.0000
1105,0.6324,-0.0248,2.5499,-0.0293,7.2808,-0.0086,0.0000,0.0000
1106,0.6253,-0.0136,2.5341,-0.0093,7.7554,0.0010,0.0000,1.0000
1107,0.6683,-0.0016,2.5931,-0.0824,7.6722,-0.0143,0.0688,0.0000
1108,0.6677,0.0106,2.5886,-0.0628,7.4321,-0.0065,0.0625,0.0000
1109,0.6352,0.0476,2.5667,-0.0362,7.1811,0.0032,0.0562,0.0000
1110,0.6331,0.0574,2.5584,-0.0391,6.9024,0.0023,0.6440,0.0000
1111,0.6366,0.0622,2.5574,-0.0556,6.6545,0.0001,0.7500,0.0000
1112,0.6473,0.0561,2.5652,-0.1005,6.5753,-0.0084,0.7500,0.0000
1113,0.6513,0.0552,2.5589,-0.1587,6.6691,-0.0172,0.7500,0.0000
1114,0.6115,0.0413,2.4906,-0.2840,6.9025,-0.0407,0.4148,0.0000
1115,0.5850,-0.0752,2.4203,-0.5611,7.1436,-0.1083,0.0000,0.0000
1116,0.4767,-0.0510,2.2795,-0.4117,7.1867,-0.0704,0.0736,0.0000
1117,0.5927,-0.2321,2.5409,-0.4442,7.0721,-0.1093,0.0674,0.0000
1118,0.6380,-0.0726,2.5975,-0.1270,6.8623,-0.0220,0.7500,0.0000
1119,0.5981,-0.1026,2.5515,-0.1884,6.6613,-0.0553,0.7500,0.0000
1120,0.5961,-0.0381,2.5531,-0.0564,6.6083,-0.0189,0.7500,0.0000
1121,0.6103,-0.0788,2.5655,-0.1234,6.7277,-0.0445,0.7500,0.0000
1122,0.6312,-0.0868,2.5906,-0.1154,6.9771,-0.0415,0.0000,0.0000
1123,0.6057,-0.0966,2.5508,-0.1239,7.1992,-0.0460,0.0297,0.0000
1124,0.4475,-0.0884,2.3227,-0.1149,7.1604,-0.0457,0.0464,0.0000
1125,0.2525,-0.0678,1.9801,-0.0801,6.9898,-0.0041,0.0000,1.0000
1126,0.2518,-0.0892,1.9690,-0.1389,6.6813,-0.0077,0.0000,1.0000
1127,0.2413,-0.0785,1.9443,-0.1174,6.1037,-0.0565,0.0464,0.0000
1128,0.3231,-0.0350,2.1341,-0.0077,3.8386,-0.0166,0.7500,0.0000
1129,0.2479,-0.0507,1.9562,-0.0463,3.7326,-0.0349,0.7500,0.0000
1130,0.1820,-0.0392,1.7726,-0.0276,3.8727,-0.0277,0.7500,0.0000
1131,0.5215,-0.0356,2.4077,0.0108,4.2099,-0.0188,0.7500,0.0000
1132,0.4356,-0.0483,2.2661,-0.0208,4.5963,-0.0293,0.7500,0.0000
1133,0.4146,-0.0139,2.2332,0.0415,4.9945,-0.0091,0.7500,0.0000
1134,0.3822,-0.0078,2.1844,0.0488,5.2242,-0.0087,0.7500,0.0000
1135,0.4371,-0.0110,2.2636,0.0416,5.1507,-0.0085,0.7500,0.0000
1136,0.1937,0.0047,1.8290,0.0632,5.2277,0.0031,0.7500,0.0000
1137,0.2064,0.0043,1.8045,0.0611,5.4628,0.0040,0.7500,0.0000
1138,0.0745,0.0302,1.5141,0.1110,5.9022,-0.0045,0.0000,1.0000
1139,0.0611,0.0523,1.4944,0.1584,5.7837,-0.0026,0.0000,1.0000
1140,-0.2739,0.0706,0.8514,0.1869,6.1528,-0.0024,0.0000,1.0000
1141,-0.4360,0.0701,0.5539,0.1843,6.0020,-0.0020,0.0000,1.0000
1142,-0.4977,0.0576,0.4401,0.1558,4.6739,-0.0016,0.0000,1.0000
1143,-0.4547,0.0497,0.5063,0.1299,2.7910,0.0661,0.7500,0.0000
1144,-0.1782,0.0492,0.9996,0.1174,0.9873,0.0366,0.7500,0.0000
1145,-0.0476,0.0549,1.2499,0.1384,1.2945,0.0435,0.7500,0.0000
1146,-0.0018,0.0736,1.3249,0.1853,1.6320,0.0596,0.7500,0.0000
1147,0.4766,0.1224,2.2738,0.2975,1.8867,0.0718,0.7500,0.0000
1148,0.5500,0.1465,2.4499,0.3536,2.2068,0.0824,0.7500,0.0000
1149,0.1818,0.1051,1.9444,0.2756,2.5753,0.0742,0.7500,0.0000
1150,0.0564,0.1132,1.7739,0.2966,2.9823,0.0901,0.7500,0.0000
1151,0.1493,0.1058,1.9330,0.2777,3.4211,0.0795,0.7500,0.0000
1152,0.4410,0.1172,2.3440,0.2894,3.8801,0.0773,0.7500,0.0000
1153,0.4655,0.1158,2.3745,0.2828,4.3020,0.0780,0.7500,0.0000
1154,0.6512,0.0726,2.6040,0.1847,4.7093,0.0504,0.7500,0.0000
1155,0.6517,0.0989,2.6037,0.2363,5.1148,0.0703,0.7500,0.0000
1156,0.6533,0.0662,2.6026,0.1680,5.2224,0.0514,0.7500,0.0000
1157,0.6560,0.0763,2.6051,0.1838,5.2039,0.0597,0.7500,0.0000
1158,0.6590,0.0554,2.6102,0.1379,5.3296,0.0484,0.7500,0.0000
1159,0.6615,0.0602,2.6152,0.1421,5.7122,0.0529,0.7500,0.0000
1160,0.6619,0.0416,2.6200,0.1045,5.9655,0.0437,0.7500,0.0000
1161,0.6661,0.0347,2.6281,0.0879,5.9893,0.0421,0.7500,0.0000
1162,0.6693,0.0226,2.6385,0.0621,7.2650,0.0368,0.0000,0.0000
1163,0.6766,0.0125,2.6531,0.0372,7.7905,0.0111,0.0000,1.0000
1164,0.6722,0.0277,2.6492,0.0674,7.6906,0.0401,0.1063,0.0000
1165,0.6873,-0.0039,2.6666,-0.0015,7.4374,0.0190,0.1000,0.0000
1166,0.6836,-0.0033,2.6590,-0.0005,7.1926,0.0210,0.0938,0.0000
1167,0.6840,-0.0064,2.6582,-0.0085,6.9293,0.0172,0.5134,0.0000
1168,0.6893,-0.0060,2.6659,-0.0081,6.6894,0.0155,0.7500,0.0000
1169,0.6887,-0.0062,2.6625,-0.0103,6.5885,0.0130,0.7500,0.0000
1170,0.6837,-0.0070,2.6546,-0.0158,6.6716,0.0098,0.7500,0.0000
1171,0.6851,-0.0092,2.6560,-0.0211,6.8955,0.0067,0.4626,0.0000
1172,0.6905,-0.0130,2.6663,-0.0298,7.1377,0.0029,0.0000,0.0000
1173,0.6857,-0.0124,2.6618,-0.0291,7.2078,0.0016,0.0731,0.0000
1174,0.6780,-0.0156,2.6451,-0.0379,7.0885,-0.0018,0.0669,0.0000
1175,0.6781,-0.0122,2.6503,-0.0285,6.8858,-0.0008,0.7487,0.0000
1176,0.6764,-0.0084,2.6552,-0.0202,6.6711,-0.0002,0.7500,0.0000
1177,0.6671,-0.0055,2.6452,-0.0152,6.6047,-0.0005,0.7500,0.0000
1178,0.6555,-0.0053,2.6271,-0.0156,6.7174,-0.0016,0.7500,0.0000
1179,0.6610,-0.0002,2.6345,-0.0056,6.9634,0.0001,0.0276,0.0000
1180,0.6621,0.0009,2.6254,-0.0172,7.1792,-0.0028,0.0153,0.0000
1181,0.6501,-0.0023,2.5835,-0.0224,7.1287,-0.0045,0.0456,0.0000
1182,0.6632,-0.0185,2.5112,-0.0973,6.9463,-0.0207,0.3692,0.0000
1183,0.6375,-0.0075,2.3939,-0.0693,6.7312,-0.0117,0.7500,0.0000
1184,0.5663,-0.0085,2.1992,-0.0397,6.6031,0.0001,0.0000,1.0000
1185,0.0938,-0.1968,1.0208,-0.5253,6.5065,-0.0012,0.0000,1.0000
1186,-0.1177,-0.2171,0.6297,-0.5344,5.6648,-0.0012,0.0000,1.0000
1187,0.0167,-0.1871,0.8629,-0.4899,3.5315,-0.0012,0.0000,1.0000
1188,0.1073,-0.1282,1.0249,-0.3899,1.5245,-0.1417,0.7500,0.0000
1189,0.1429,-0.0888,1.1177,-0.3306,0.0514,-0.0885,0.7500,0.0000
1190,0.0016,-0.2797,1.0362,-0.7451,0.8407,-0.2648,0.7500,0.0000
1191,-0.5513,-0.2425,0.1026,-0.6728,1.2596,-0.3685,0.7500,0.0000
1192,-0.7045,-0.2232,-0.1154,-0.6286,1.5723,-0.3981,0.7500,0.0000
1193,-0.6837,-0.2190,-0.1290,-0.6208,1.8597,-0.3930,0.6567,0.0000
1194,-0.7971,-0.1795,-0.3061,-0.5150,2.0727,-0.3998,0.0000,0.0000
1195,-0.6383,-0.1832,-0.1173,-0.4645,2.2695,0.0141,0.0000,1.0000
1196,-1.0731,-0.0992,-0.6399,-0.3992,2.0776,-0.5721,0.0558,0.0000
1197,-0.9203,-0.1290,-0.3588,-0.4501,1.8512,-0.3866,0.7500,0.0000
1198,-0.1828,-0.2646,0.7737,-0.6390,1.7014,-0.2766,0.7500,0.0000
1199,-0.1057,-0.3323,1.1491,-0.8398,1.7454,-0.3450,0.7500,0.0000
1200,0.1924,-0.4669,1.7922,-1.0130,1.8979,-0.3467,0.7500,0.0000
1201,-0.2324,-0.2899,1.3266,-0.6580,2.1522,-0.2921,0.7500,0.0000
1202,-0.2996,-0.2372,1.2410,-0.5199,2.4848,-0.2683,0.7500,0.0000
1203,-0.2899,-0.1727,1.2768,-0.3536,2.8670,-0.2151,0.7500,0.0000
1204,-0.3292,-0.2038,1.1657,-0.4498,3.2933,-0.2737,0.7500,0.0000
1205,-0.2582,-0.0469,1.3024,-0.0626,3.7190,-0.1106,0.7500,0.0000
1206,-0.3234,-0.2079,1.0864,-0.4865,4.1538,-0.3169,0.7500,0.0000
1207,0.1716,0.0406,1.9599,0.1758,4.4962,-0.0366,0.7500,0.0000
1208,0.4930,0.2012,2.3692,0.6523,4.9034,0.0306,0.7500,0.0000
1209,0.2032,-0.0564,2.0602,-0.0135,5.2228,-0.1551,0.7500,0.0000
1210,0.6602,0.3616,2.5260,1.0307,5.0630,0.1366,0.7500,0.0000
1211,0.6074,0.1097,2.5147,0.5089,5.0752,-0.0258,0.7500,0.0000
1212,0.6601,0.3461,2.5356,0.9806,5.2850,0.1305,0.7500,0.0000
1213,0.5929,0.1941,2.4974,0.6611,5.6635,0.0473,0.7500,0.0000
1214,0.6322,0.3503,2.5009,0.9905,5.9977,0.1571,0.7500,0.0000
1215,0.4954,0.2168,2.3879,0.6591,6.1952,0.0752,0.7500,0.0000
1216,0.6480,0.3593,2.5171,0.9695,7.4205,0.1736,0.0000,0.0000
1217,0.4780,0.2174,2.3983,0.6161,7.9125,-0.0265,0.0000,1.0000
1218,0.5920,0.5022,2.4340,1.2835,7.7588,0.3074,0.7500,0.0000
1219,0.2725,0.2231,2.0255,0.5880,7.4341,0.1187,0.0000,0.0000
1220,0.2545,0.1000,1.8290,0.2682,7.2663,-0.0042,0.0000,1.0000
1221,0.6090,0.4421,2.4805,1.1086,6.9478,0.2979,0.4078,0.0000
1222,0.3593,0.0670,2.0359,0.1967,6.5381,0.0428,0.0364,0.0000
1223,0.6343,0.2328,2.5326,0.5714,6.3007,0.1750,0.7500,0.0000
1224,0.6548,0.0806,2.6013,0.2308,6.2326,0.0801,0.7500,0.0000
1225,0.6719,0.2635,2.5725,0.5995,5.6594,0.1929,0.7500,0.0000
1226,0.6714,0.0558,2.6339,0.1567,5.3319,0.0716,0.7500,0.0000
1227,0.6673,0.2472,2.5771,0.5198,5.2389,0.1880,0.7500,0.0000
1228,0.6385,0.0441,2.5828,0.0985,5.2173,0.0622,0.7500,0.0000
1229,0.6702,0.2615,2.5783,0.5590,5.3695,0.1995,0.7500,0.0000
1230,0.6257,-0.0106,2.5586,-0.0169,5.6161,0.0296,0.7500,0.0000
1231,0.6524,0.1521,2.5925,0.3758,5.7436,0.1503,0.7500,0.0000
1232,0.6627,-0.0468,2.5991,-0.0807,6.2550,0.0159,0.7500,0.0000
1233,0.6453,0.0305,2.5919,0.1154,7.3405,0.0804,0.0000,0.0000
1234,0.6333,-0.0763,2.5522,-0.1674,7.7523,0.0207,0.0000,1.0000
1235,0.6209,-0.0428,2.5123,-0.0801,7.6408,0.0207,0.0698,0.0000
1236,0.5896,-0.0329,2.4328,-0.0640,7.3789,0.0231,0.0698,0.0000
1237,0.5771,-0.0077,2.4074,0.0181,7.1080,0.0412,0.0698,0.0000
1238,0.5637,-0.0853,2.3528,-0.2618,6.8145,-0.0351,0.7500,0.0000
1239,0.5033,0.0177,2.2441,-0.1029,6.5513,0.0192,0.0000,0.0000
1240,0.4558,0.0146,2.1584,-0.0350,6.3841,0.0220,0.0684,0.0000
1241,0.4150,-0.0022,2.0587,-0.0473,6.1704,0.0074,0.0671,0.0000
1242,0.3201,-0.0102,1.7632,-0.0601,6.1314,0.0084,0.0000,1.0000
1243,0.0425,-0.0047,1.0845,-0.0509,5.0641,0.0058,0.0000,1.0000
1244,-0.4255,0.0104,0.1909,0.0053,2.7990,0.0052,0.0000,1.0000
1245,-0.6295,0.0122,-0.1907,0.0280,0.6085,0.0298,0.7500,0.0000
1246,-0.7720,0.0114,-0.4626,0.0314,0.0393,0.0340,0.7500,0.0000
1247,-0.8630,0.0107,-0.5823,0.0297,0.7139,0.0336,0.7500,0.0000
1248,-0.9208,0.0074,-0.6282,0.0197,0.9605,0.0238,0.0362,0.0000
1249,-0.3614,0.0011,0.5534,-0.0035,1.1951,-0.0040,0.7500,0.0000
1250,-0.5982,-0.0023,0.0805,-0.0072,1.2072,-0.0026,0.7500,0.0000
1251,-0.8872,-0.0004,-0.5591,0.0033,1.3071,0.0002,0.0000,1.0000
1252,-0.8216,0.0001,-0.3349,-0.0133,0.0010,-0.0091,0.7500,0.0000
1253,-0.7771,0.0024,-0.2438,-0.0105,0.1751,-0.0042,0.7500,0.0000
